Distance [mm],Bz [],Bz_1 [],Bz_2 []
10.6314,-0.166995459,-0.142699055,-0.088523709
10.65025,-0.166450485,-0.142218742,-0.088327454
10.6691,-0.165884257,-0.141729821,-0.088128963
10.68795,-0.165296797,-0.141232314,-0.087928246
10.7068,-0.160017127,-0.140726239,-0.087725308
10.72565,-0.159356732,-0.140211617,-0.08752016
10.7445,-0.158671964,-0.139688468,-0.087312808
10.76335,-0.162769294,-0.139156812,-0.087103261
10.7822,-0.162444799,-0.138616671,-0.086891527
10.80105,-0.162101896,-0.138068065,-0.086677615
10.8199,-0.161740597,-0.137511017,-0.086461533
10.83875,-0.161360918,-0.136945548,-0.086147298
10.8576,-0.160962873,-0.136371681,-0.085884168
10.87645,-0.160546478,-0.135789438,-0.08561847
10.8953,-0.160111749,-0.135198843,-0.085350215
10.91415,-0.159658703,-0.134599919,-0.085079415
10.933,-0.159187359,-0.133992689,-0.084806079
10.95185,-0.158697735,-0.133377177,-0.084530219
10.9707,-0.15818985,-0.133216729,-0.084251845
10.98955,-0.157663724,-0.132890229,-0.083970968
11.0084,-0.157119378,-0.132575343,-0.0836876
11.02725,-0.156556834,-0.132252472,-0.083401752
11.0461,-0.155976114,-0.131921629,-0.083113434
11.06495,-0.15537724,-0.131582828,-0.082822659
11.0838,-0.154760237,-0.131236081,-0.082529437
11.10265,-0.154310934,-0.130881402,-0.082233781
11.1215,-0.153915127,-0.130518806,-0.081935702
11.14035,-0.153499552,-0.129766884,-0.080184917
11.1592,-0.153064225,-0.12928636,-0.079867794
11.17805,-0.152609164,-0.128798163,-0.079548336
11.1969,-0.152134387,-0.128302311,-0.079226556
11.21575,-0.151571453,-0.127798825,-0.078902465
11.2346,-0.150817191,-0.127287723,-0.078576077
11.25345,-0.150043117,-0.126769027,-0.078247405
11.2723,-0.149249262,-0.126242756,-0.077916461
11.29115,-0.148435656,-0.125708932,-0.077583259
11.31,-0.147602333,-0.125167576,-0.077247812
11.32885,-0.146749325,-0.124618709,-0.076910133
11.3477,-0.145876665,-0.124062352,-0.076570235
11.36655,-0.144984388,-0.123498528,-0.076228132
11.3854,-0.14407253,-0.122927258,-0.075883837
11.40425,-0.136586754,-0.122348566,-0.075537364
11.4231,-0.136140546,-0.121376975,-0.075188727
11.44195,-0.135682292,-0.120714615,-0.074837939
11.4608,-0.13521201,-0.120045495,-0.074485015
11.47965,-0.134729718,-0.116866848,-0.074129967
11.4985,-0.134235435,-0.11943263,-0.073772811
11.51735,-0.133729182,-0.118847222,-0.07341356
11.5362,-0.133210978,-0.118255166,-0.073052228
11.55505,-0.132680842,-0.117693548,-0.07268883
11.5739,-0.132138798,-0.117091475,-0.07232338
11.59275,-0.131584865,-0.116482862,-0.071955892
11.6116,-0.131019066,-0.115867732,-0.071586381
11.63045,-0.130441422,-0.11524611,-0.071214862
11.6493,-0.129851958,-0.11461802,-0.07084135
11.66815,-0.129250695,-0.113983487,-0.070465858
11.687,-0.128637658,-0.113342536,-0.070088402
11.70585,-0.128012871,-0.112695193,-0.069708996
11.7247,-0.127376359,-0.112041482,-0.069327657
11.74355,-0.126810726,-0.111381431,-0.068944398
11.7624,-0.126238721,-0.110715064,-0.068559234
11.78125,-0.125654784,-0.110042408,-0.068172182
11.8001,-0.12505894,-0.10936349,-0.067783257
11.81895,-0.124451211,-0.108678336,-0.067392473
11.8378,-0.123831623,-0.107986974,-0.066999846
11.85665,-0.123200198,-0.107289431,-0.066605391
11.8755,-0.122556962,-0.106585734,-0.066209125
11.89435,-0.121901941,-0.105875912,-0.065811063
11.9132,-0.12123516,-0.105159991,-0.06541122
11.93205,-0.120556646,-0.104438001,-0.065009613
11.9509,-0.119866426,-0.10370997,-0.062614368
11.96975,-0.119164526,-0.102975927,-0.062647259
11.9886,-0.118450974,-0.1022359,-0.062202272
12.00745,-0.117725799,-0.101489919,-0.061755312
12.0263,-0.116989029,-0.100981805,-0.061306398
12.04515,-0.116202433,-0.100091906,-0.060855548
12.064,-0.115203711,-0.099196841,-0.060402778
12.08285,-0.114193326,-0.098296645,-0.059948107
12.1017,-0.113171318,-0.094910553,-0.059491553
12.12055,-0.112137728,-0.094072321,-0.059033134
12.1394,-0.111092595,-0.093228081,-0.058572868
12.15825,-0.110035962,-0.096316504,-0.058110772
12.1771,-0.108967871,-0.096140611,-0.057646867
12.19595,-0.107888362,-0.095406645,-0.057181168
12.2148,-0.10679748,-0.091805085,-0.056713696
12.23365,-0.105695266,-0.09103231,-0.056244469
12.2525,-0.104581765,-0.090253645,-0.055773504
12.27135,-0.10345702,-0.089469122,-0.055300821
12.2902,-0.102321077,-0.088678772,-0.054826438
12.30905,-0.101173979,-0.087882626,-0.054350374
12.3279,-0.100015772,-0.087080715,-0.053872648
12.34675,-0.098846502,-0.086273071,-0.053393279
12.3656,-0.097666214,-0.086851,-0.052912285
12.38445,-0.096708159,-0.085958087,-0.052429686
12.4033,-0.095884524,-0.08505869,-0.051945501
12.42215,-0.0950519,-0.084152844,-0.051459748
12.441,-0.094210319,-0.083240585,-0.050972447
12.45985,-0.096228408,-0.082321949,-0.050483617
12.4787,-0.095345846,-0.081396973,-0.049993278
12.49755,-0.094454194,-0.08067845,-0.049501448
12.5164,-0.093553487,-0.079853821,-0.049008148
12.53525,-0.092643761,-0.079024567,-0.048513396
12.5541,-0.091725051,-0.07819072,-0.048017213
12.57295,-0.090797393,-0.077352314,-0.047519618
12.5918,-0.089860825,-0.076509381,-0.047020629
12.61065,-0.088915383,-0.07559244,-0.046520269
12.6295,-0.087961104,-0.074802443,-0.046018555
12.64835,-0.086998026,-0.074007907,-0.045515507
12.6672,-0.086026188,-0.073208865,-0.045011147
12.68605,-0.085045627,-0.072405347,-0.044505492
12.7049,-0.084056383,-0.071597385,-0.043998565
12.72375,-0.083058494,-0.070785011,-0.043490383
12.7426,-0.081769598,-0.069968257,-0.042980968
12.76145,-0.080775681,-0.069147156,-0.042503969
12.7803,-0.07977363,-0.06832174,-0.041985582
12.79915,-0.078763483,-0.067492041,-0.041466003
12.818,-0.077745282,-0.066658092,-0.040945252
12.83685,-0.076719065,-0.065819927,-0.040423351
12.8557,-0.075684874,-0.06469282,-0.039722737
12.87455,-0.074642749,-0.063848191,-0.039180769
12.8934,-0.073592732,-0.063000524,-0.038637715
12.91225,-0.072534863,-0.062149854,-0.038093596
12.9311,-0.071469186,-0.061296916,-0.037548434
12.94995,-0.070277413,-0.060410464,-0.03700225
12.9688,-0.069326591,-0.059521062,-0.036455066
12.98765,-0.068368702,-0.058628745,-0.035906903
13.0065,-0.067403783,-0.057733548,-0.035357783
13.02535,-0.066431874,-0.056835506,-0.034807728
13.0442,-0.065453012,-0.055934656,-0.03425676
13.06305,-0.064467236,-0.055031032,-0.0337049
13.0819,-0.063474585,-0.054124671,-0.033152169
13.10075,-0.062475097,-0.053215608,-0.032598591
13.1196,-0.061468814,-0.052303878,-0.032044186
13.13845,-0.060455773,-0.051389519,-0.031488977
13.1573,-0.059436016,-0.050472566,-0.030932985
13.17615,-0.058409582,-0.049553055,-0.030376233
13.195,-0.057376513,-0.048631022,-0.029818742
13.21385,-0.056336848,-0.047706505,-0.029260535
13.2327,-0.055290629,-0.046354313,-0.028701633
13.25155,-0.053912384,-0.045427815,-0.028142058
13.2704,-0.052787678,-0.044498304,-0.027564348
13.28925,-0.051656826,-0.043565816,-0.027025369
13.3081,-0.050519873,-0.042630388,-0.026485797
13.32695,-0.049376865,-0.041692057,-0.025945651
13.3458,-0.048227847,-0.04075086,-0.025404954
13.36465,-0.047072863,-0.039806834,-0.024863727
13.3835,-0.045911959,-0.038860017,-0.02432199
13.40235,-0.044745182,-0.038351247,-0.023779766
13.4212,-0.043572577,-0.037514839,-0.023237075
13.44005,-0.042394191,-0.034138984,-0.02269394
13.4589,-0.04121007,-0.033349139,-0.022150382
13.47775,-0.04002026,-0.032557703,-0.021606422
13.4966,-0.03882481,-0.031764705,-0.021062081
13.51545,-0.037623765,-0.030970178,-0.020517381
13.5343,-0.036417174,-0.030174153,-0.019972345
13.55315,-0.035205084,-0.02874828,-0.019426992
13.572,-0.033987543,-0.0278837,-0.018881345
13.59085,-0.032764599,-0.026810705,-0.018335425
13.6097,-0.031536301,-0.02589235,-0.017789253
13.62855,-0.030302696,-0.024972974,-0.017242852
13.6474,-0.029472369,-0.024765163,-0.016696243
13.66625,-0.02831771,-0.023816952,-0.016149448
13.6851,-0.027187784,-0.022867489,-0.015602487
13.70395,-0.026055848,-0.021916812,-0.015055383
13.7228,-0.024921949,-0.020964958,-0.014508158
13.74165,-0.023786129,-0.020011965,-0.013960832
13.7605,-0.022648435,-0.019057871,-0.011594322
13.77935,-0.021508912,-0.018102713,-0.01104156
13.7982,-0.020367603,-0.017146529,-0.010488391
13.81705,-0.019224555,-0.016189358,-0.009934836
13.8359,-0.018079812,-0.015231235,-0.009380918
13.85475,-0.01693342,-0.0142722,-0.008826658
13.8736,-0.015785424,-0.01331229,-0.008228218
13.89245,-0.014635869,-0.012351544,-0.007641235
13.9113,-0.0134848,-0.011389998,-0.007054082
13.93015,-0.012332264,-0.010427692,-0.006466784
13.949,-0.008544227,-0.009464662,-0.005879363
13.96785,-0.007180551,-0.008500948,-0.005291842
13.9867,-0.005813593,-0.007536587,-0.004704245
14.00555,-0.004443405,-0.006571616,-0.004116594
14.0244,-0.003070042,-0.005606075,-0.003528914
14.04325,-0.001693558,-0.004640002,-0.002941227
14.0621,-0.000314008,-0.003885204,-0.002353556
14.08095,0.001068554,-0.002980044,-0.001765925
14.0998,0.002454073,-0.002074654,-0.001178356
14.11865,0.003842495,-0.001169068,-0.000590874
14.1375,0.005233765,-0.000263323,-3.50E-06
14.15635,0.00149745,0.000490722,0.00058374
14.1752,0.002638655,0.001520692,0.001170825
14.19405,0.003777734,0.002550353,0.001757732
14.2129,0.004914642,0.003579666,0.002344436
14.23175,0.006049333,0.004608589,0.002930916
14.2506,0.007181764,0.005637082,0.003517147
14.26945,0.008311888,0.006665103,0.004103107
14.2883,0.009439663,0.007692614,0.004688772
14.30715,0.010565042,0.008719572,0.00527412
14.326,0.011687983,0.009745939,0.005859127
14.34485,0.012808439,0.010771671,0.00644377
14.3637,0.013926368,0.011796731,0.007028027
14.38255,0.015041725,0.012821076,0.007611873
14.4014,0.016154465,0.013844667,0.008195286
14.42025,0.017264546,0.014661695,0.008778244
14.4391,0.018371923,0.015590998,0.009360722
14.45795,0.019476552,0.016519021,0.009942698
14.4768,0.020578391,0.017445727,0.010524149
14.49565,0.021677395,0.01837108,0.011105052
14.5145,0.02277352,0.019295044,0.011685385
14.53335,0.023788801,0.020217581,0.012265123
14.5522,0.024906013,0.021138656,0.012844245
14.57105,0.026020132,0.022058232,0.013961386
14.5899,0.027131114,0.022976273,0.014532775
14.60875,0.028262246,0.023892742,0.015103691
14.6276,0.029331311,0.024807603,0.015674114
14.64645,0.03039698,0.025720821,0.01624402
14.6653,0.031459212,0.026632359,0.016813387
14.68415,0.032517964,0.027542181,0.017382193
14.703,0.033573194,0.028450251,0.017950414
14.72185,0.034624862,0.029356534,0.01851803
14.7407,0.035672924,0.030260994,0.019085016
14.75955,0.036717341,0.031163594,0.020762479
14.7784,0.03775807,0.032584844,0.021295221
14.79725,0.038795071,0.033479618,0.021827576
14.8161,0.039828303,0.03437278,0.022359522
14.83495,0.040857725,0.035264293,0.022891039
14.8538,0.041883295,0.036522353,0.023422106
14.87265,0.044127998,0.037539936,0.023952701
14.8915,0.045386575,0.038555626,0.024482805
14.91035,0.046639547,0.039569381,0.025012394
14.9292,0.047886865,0.040581161,0.02554145
14.94805,0.049128479,0.041590927,0.026069951
14.9669,0.050246511,0.042598639,0.026597876
14.98575,0.051382918,0.043604256,0.027125204
15.0046,0.052513343,0.04460774,0.027651915
15.02345,0.053637741,0.04560905,0.028177987
15.0423,0.054756069,0.046608147,0.0287034
15.06115,0.055583965,0.047604992,0.029228134
15.08,0.056657966,0.048599545,0.029752167
15.09885,0.057725092,0.049248264,0.030275479
15.1177,0.058785302,0.050189883,0.030798048
15.13655,0.059838553,0.051128299,0.031319856
15.1554,0.060884805,0.052063474,0.03184088
15.17425,0.061924015,0.052995373,0.0323611
15.1931,0.062956143,0.053923958,0.032880497
15.21195,0.063981147,0.054825039,0.033399048
15.2308,0.064998989,0.055712191,0.033916735
15.24965,0.066210013,0.056595852,0.034433535
15.2685,0.067507267,0.058101255,0.03494943
15.28735,0.068796538,0.058945274,0.035464398
15.3062,0.070077777,0.059786662,0.03597842
15.32505,0.071350931,0.060625386,0.036491474
15.3439,0.072615951,0.061461412,0.037003541
15.36275,0.073872787,0.062294708,0.037514601
15.3816,0.07512139,0.06312524,0.038024633
15.40045,0.075582788,0.063952975,0.039784516
15.4193,0.076661041,0.064777882,0.040287567
15.43815,0.077729489,0.065599927,0.040789464
15.457,0.078788089,0.066419078,0.041290187
15.47585,0.0798368,0.067235303,0.041789716
15.4947,0.080875581,0.068048569,0.042288031
15.51355,0.08190439,0.068858844,0.042785113
15.5324,0.082923187,0.069666097,0.043280942
15.55125,0.083931932,0.070470296,0.043775498
15.5701,0.084930585,0.071271408,0.044268762
15.58895,0.085880826,0.072069402,0.044760715
15.6078,0.086975212,0.072864246,0.045251336
15.62665,0.0880589,0.07365591,0.045740608
15.6455,0.089131847,0.074444362,0.046228509
15.66435,0.090194011,0.075229571,0.046715022
15.6832,0.091245349,0.077793936,0.047200127
15.70205,0.09228582,0.078647658,0.047683804
15.7209,0.093315383,0.078908566,0.048166035
15.73975,0.094333997,0.079623457,0.048646801
15.7586,0.095341623,0.080333456,0.049126082
15.77745,0.09633822,0.079480807,0.04960386
15.7963,0.097323749,0.08023515,0.050080115
15.81515,0.098298171,0.080608966,0.05055483
15.834,0.099261447,0.082457469,0.051027985
15.85285,0.100213541,0.083327546,0.051499562
15.8717,0.101154413,0.084193346,0.051969541
15.89055,0.102084027,0.085054838,0.052437905
15.9094,0.103002346,0.085911986,0.052904635
15.92825,0.103909334,0.086764757,0.053369712
15.9471,0.104804956,0.087613117,0.053833119
15.96595,0.105689175,0.088457033,0.054294837
15.9848,0.106561957,0.089296471,0.055037158
16.00365,0.107423267,0.090131398,0.055501024
16.0225,0.104091454,0.090961782,0.055963089
16.04135,0.104925522,0.091787589,0.056720158
16.0602,0.105750196,0.092608787,0.057184084
16.07905,0.106565441,0.093425343,0.057646102
16.0979,0.107371228,0.094237225,0.060192305
16.11675,0.108167522,0.095044401,0.060596675
16.1356,0.108954294,0.09584684,0.060999736
16.15445,0.110769503,0.096644509,0.061401473
16.1733,0.111777429,0.097437378,0.061801869
16.19215,0.11277088,0.098225414,0.062200909
16.211,0.113749816,0.099008587,0.062598577
16.22985,0.1147142,0.099786866,0.062994856
16.2487,0.115663992,0.100560219,0.063389733
16.26755,0.116599156,0.101328617,0.06378319
16.2864,0.117519654,0.10209203,0.064175212
16.30525,0.11842545,0.102850426,0.064565785
16.3241,0.119316509,0.103603777,0.064954892
16.34295,0.120192795,0.105251304,0.065342518
16.3618,0.121054273,0.103755538,0.065728648
16.38065,0.12190091,0.104575517,0.066113266
16.3995,0.122732672,0.10538879,0.066496358
16.41835,0.123549527,0.106195326,0.066877908
16.4372,0.124351441,0.106995093,0.067257901
16.45605,0.125138385,0.10778806,0.067636323
16.4749,0.125910325,0.108574194,0.068013158
16.49375,0.126667232,0.109353465,0.068388391
16.5126,0.127409077,0.110125843,0.068762007
16.53145,0.128135829,0.11087026,0.069133993
16.5503,0.12884746,0.111601476,0.069504333
16.56915,0.129543942,0.112325794,0.069873012
16.588,0.130225247,0.113043185,0.070240016
16.60685,0.130891349,0.11375362,0.070605331
16.6257,0.131542221,0.114457072,0.070968942
16.64455,0.132534224,0.115153512,0.071330834
16.6634,0.133420151,0.115842914,0.071690994
16.68225,0.134291017,0.116525251,0.072049407
16.7011,0.135146786,0.117144673,0.072457041
16.71995,0.135987426,0.117885103,0.072858445
16.7388,0.136812903,0.11866211,0.073257994
16.75765,0.137623183,0.119301896,0.073655674
16.7765,0.138418237,0.119934823,0.074051468
16.79535,0.139198031,0.120560867,0.074445361
16.8142,0.139962535,0.121180004,0.074837337
16.83305,0.140711719,0.121792207,0.075227381
16.8519,0.141445554,0.122397455,0.075615477
16.87075,0.142164011,0.122995721,0.07600161
16.8896,0.14286706,0.123586984,0.076385765
16.90845,0.143552758,0.124171219,0.076767926
16.9273,0.144278404,0.124346943,0.077148079
16.94615,0.144986833,0.124914997,0.077526209
16.965,0.145678015,0.125475196,0.0779023
16.98385,0.146351925,0.126027518,0.078276338
17.0027,0.147008534,0.126571941,0.078648307
17.02155,0.147647818,0.127108443,0.079018194
17.0404,0.14826975,0.127637004,0.079385984
17.05925,0.148874307,0.128157602,0.079442352
17.0781,0.149461465,0.128670216,0.079764513
17.09695,0.150031199,0.129174827,0.080953298
17.1158,0.150583489,0.132064999,0.081251619
17.13465,0.151118312,0.132449406,0.081548197
17.1535,0.151635647,0.132826839,0.08184302
17.17235,0.152135473,0.132951918,0.082136076
17.1912,0.152617771,0.133341114,0.082427353
17.21005,0.154206607,0.133722985,0.082716841
17.2289,0.154833778,0.134097517,0.083004528
17.24775,0.155440777,0.134464694,0.083290401
17.2666,0.148071233,0.134824503,0.083574451
17.28545,0.148707718,0.135176928,0.083856666
17.3043,0.149319287,0.135521956,0.084137034
17.32315,0.149905918,0.13611273,0.084415546
17.342,0.150467587,0.136623983,0.084692188
17.36085,0.153824512,0.13712809,0.084966952
17.3797,0.154383889,0.137625029,0.085239825
17.39855,0.154929011,0.138114781,0.085510798
17.4174,0.155459857,0.138597327,0.085779859
17.43625,0.155976406,0.139072648,0.086046997
17.4551,0.156478637,0.138791006,0.086204274
17.47395,0.156966532,0.139232098,0.086450972
17.4928,0.15744007,0.139664825,0.086695735
17.51165,0.157899233,0.140089169,0.086938552
17.5305,0.158344003,0.140505113,0.087179415
17.54935,0.158774361,0.140912641,0.087418313
17.5682,0.159190292,0.141311738,0.087655238
17.58705,0.159879877,0.141702386,0.08789018
17.6059,0.160258187,0.142084571,0.088123129
17.62475,0.16062201,0.142458278,0.088354076
17.6436,0.160971331,0.142823492,0.088583013
17.66245,0.161306137,0.143180198,0.088809931
17.6813,0.161626413,0.143528383,0.089034819
17.70015,0.161932148,0.143868032,0.08925767
17.719,0.16222333,0.144199133,0.089297192
17.73785,0.162499947,0.141634524,0.089504299
17.7567,0.168597231,0.142097503,0.089709301
17.77555,0.169114717,0.1425511,0.08991219
17.7944,0.169612697,0.142995296,0.090112959
17.81325,0.170091151,0.143430075,0.0903116
17.8321,0.170550059,0.143855419,0.090508105
17.85095,0.170989403,0.144271311,0.090702466
17.8698,0.171409167,0.143867234,0.090894676
17.88865,0.171809334,0.144207459,0.091084726
17.9075,0.172189887,0.144538155,0.09127261
17.92635,0.172550812,0.144859312,0.091458319
17.9452,0.172892095,0.147770483,0.091641847
17.96405,0.173213721,0.148135888,0.091823187
17.9829,0.173515679,0.148494223,0.093497274
18.00175,0.173797957,0.148845473,0.093653379
18.0206,0.174060543,0.149337911,0.093807525
18.03945,0.174303427,0.149559328,0.093959706
18.0583,0.176787419,0.14977332,0.094109917
18.07715,0.177004852,0.14997988,0.09425815
18.096,0.17720323,0.150178998,0.0944044
18.11485,0.177382545,0.150370668,0.094548661
18.1337,0.177542791,0.150554881,0.094690929
18.15255,0.177683959,0.15073163,0.094831196
18.1714,0.177806046,0.150900908,0.094969458
18.19025,0.177909046,0.151062709,0.095105709
18.2091,0.177992955,0.152022465,0.095239943
18.22795,0.17805777,0.152218717,0.095372156
18.2468,0.178103488,0.152404626,0.095502342
18.26565,0.178130108,0.152580185,0.095630497
18.2845,0.178137628,0.152900592,0.095756614
18.30335,0.178126048,0.153078035,0.095880689
18.3222,0.168024218,0.153244977,0.096002717
18.34105,0.168211103,0.153401412,0.096122694
18.3599,0.16838402,0.153547332,0.094686804
18.37875,0.16854296,0.153682732,0.094771309
18.3976,0.177725719,0.153807607,0.094852531
18.41645,0.178049892,0.153921952,0.094930466
18.4353,0.178354623,0.154025763,0.095005111
18.45415,0.178639901,0.154119034,0.095076464
18.473,0.178905715,0.154201764,0.095144521
18.49185,0.179152053,0.154273947,0.095076895
18.5107,0.179378906,0.154335582,0.095147336
18.52955,0.179586265,0.154386666,0.095214523
18.5484,0.179774122,0.150581934,0.095278453
18.56725,0.179942469,0.150636541,0.095236773
18.5861,0.180091301,0.151913853,0.095281752
18.60495,0.18022061,0.152056512,0.095323848
18.6238,0.180330392,0.15219149,0.095363058
18.64265,0.180420643,0.152318781,0.095399382
18.6615,0.180491359,0.15243838,0.095432817
18.68035,0.180542536,0.152550284,0.095463362
18.6992,0.180574174,0.152654486,0.095491017
18.71805,0.180586271,0.152750984,0.09551578
18.7369,0.180578826,0.152839773,0.09553765
18.75575,0.18055184,0.152920849,0.095556627
18.7746,0.180505314,0.152994211,0.095572708
18.79345,0.180439249,0.153059853,0.095585895
18.8123,0.180353648,0.153117776,0.095596186
18.83115,0.180248516,0.153167974,0.095603581
18.85,0.180123854,0.153210448,0.09560808
