Distance [mm],Br [],Br_1 [],Br_2 []
10.61255,-0.211959728,-0.086574938,-0.044316432
10.6314,-0.211314381,-0.086286595,-0.044231995
10.65025,-0.210658544,-0.085998886,-0.044148214
10.6691,-0.209992255,-0.085711784,-0.044065055
10.68795,-0.20931556,-0.085425255,-0.043982478
10.7068,-0.208788597,-0.085139268,-0.043900447
10.72565,-0.208125376,-0.084853789,-0.04381892
10.7445,-0.207454195,-0.084568783,-0.043737857
10.76335,-0.206395182,-0.084284214,-0.043657218
10.7822,-0.205822595,-0.084000046,-0.04357696
10.80105,-0.205239649,-0.08371624,-0.043497039
10.8199,-0.204646313,-0.083432756,-0.043417412
10.83875,-0.204042557,-0.083149555,-0.043162561
10.8576,-0.203428356,-0.082866594,-0.042992666
10.87645,-0.202803685,-0.082583832,-0.042822003
10.8953,-0.202168524,-0.082301224,-0.042650528
10.91415,-0.201522855,-0.082018726,-0.042478197
10.933,-0.200866664,-0.081736292,-0.042304964
10.95185,-0.200199939,-0.081453876,-0.042130782
10.9707,-0.19952267,-0.081725144,-0.041955603
10.98955,-0.198834852,-0.081380483,-0.041779377
11.0084,-0.198136482,-0.081043362,-0.041602057
11.02725,-0.197427559,-0.080707469,-0.041423589
11.0461,-0.196708087,-0.080372765,-0.041243924
11.06495,-0.195978071,-0.080039214,-0.041063007
11.0838,-0.19523752,-0.079706775,-0.040880785
11.10265,-0.193783227,-0.079375408,-0.040697204
11.1215,-0.19310824,-0.079045071,-0.040512207
11.14035,-0.192424911,-0.078613066,-0.040330004
11.1592,-0.191733221,-0.078258047,-0.040147831
11.17805,-0.19103315,-0.077905113,-0.03996666
11.1969,-0.190324683,-0.077554214,-0.039786442
11.21575,-0.189480625,-0.0772053,-0.039607129
11.2346,-0.188662005,-0.076858317,-0.039428669
11.25345,-0.187835705,-0.076513213,-0.039251011
11.2723,-0.187001715,-0.076169932,-0.039074104
11.29115,-0.18616003,-0.075828417,-0.038897895
11.31,-0.185310646,-0.075488611,-0.038722328
11.32885,-0.184453562,-0.075150454,-0.038547351
11.3477,-0.183588779,-0.074813886,-0.038372906
11.36655,-0.182716301,-0.074478845,-0.038198939
11.3854,-0.181836134,-0.074145267,-0.038025391
11.40425,-0.18071903,-0.073813088,-0.037852205
11.4231,-0.179929617,-0.074207156,-0.037679322
11.44195,-0.179129415,-0.073842049,-0.037506682
11.4608,-0.178318381,-0.073478961,-0.037334224
11.47965,-0.177496472,-0.072587611,-0.037161888
11.4985,-0.176663652,-0.072401345,-0.036989612
11.51735,-0.175819884,-0.072155172,-0.036817332
11.5362,-0.174965137,-0.071910632,-0.036644986
11.55505,-0.174099381,-0.070530339,-0.036472509
11.5739,-0.173222591,-0.07006985,-0.036299836
11.59275,-0.172334745,-0.069610581,-0.036126901
11.6116,-0.171435821,-0.069152481,-0.035953638
11.63045,-0.170525803,-0.0686955,-0.035779981
11.6493,-0.169604678,-0.068239584,-0.03560586
11.66815,-0.168672435,-0.067784679,-0.035431208
11.687,-0.167729067,-0.067330731,-0.035255957
11.70585,-0.16677457,-0.066877684,-0.035080035
11.7247,-0.165808942,-0.06642548,-0.034903374
11.74355,-0.164982009,-0.065974062,-0.034725901
11.7624,-0.163911213,-0.06552337,-0.034547547
11.78125,-0.162833403,-0.065073344,-0.034368238
11.8001,-0.161748584,-0.064623922,-0.034187902
11.81895,-0.160656763,-0.064175043,-0.034006467
11.8378,-0.159557952,-0.063726644,-0.033823859
11.85665,-0.158452161,-0.063278658,-0.033640003
11.8755,-0.157339404,-0.062831022,-0.033454826
11.89435,-0.156219697,-0.06238367,-0.033268252
11.9132,-0.15509306,-0.061936533,-0.033080207
11.93205,-0.153959511,-0.061489544,-0.032890614
11.9509,-0.152819074,-0.061042633,-0.032842259
11.96975,-0.151671774,-0.060595731,-0.032888972
11.9886,-0.150517638,-0.060148766,-0.032616658
12.00745,-0.149356695,-0.059701668,-0.032345224
12.0263,-0.148188976,-0.061186562,-0.032074602
12.04515,-0.147257795,-0.060643251,-0.031804728
12.064,-0.146135401,-0.060103022,-0.031535533
12.08285,-0.145007893,-0.059565837,-0.031266951
12.1017,-0.143875261,-0.058818308,-0.030998912
12.12055,-0.142737497,-0.058408694,-0.030731349
12.1394,-0.141594596,-0.058001397,-0.03046419
12.15825,-0.140446554,-0.058022526,-0.030197364
12.1771,-0.139293369,-0.056990029,-0.029930802
12.19595,-0.138135041,-0.056505929,-0.029664431
12.2148,-0.136971574,-0.056827608,-0.029398177
12.23365,-0.135802971,-0.056439009,-0.029131968
12.2525,-0.134629238,-0.056053489,-0.02886573
12.27135,-0.133450383,-0.055670946,-0.028599388
12.2902,-0.132266417,-0.055291276,-0.028332866
12.30905,-0.131077352,-0.054914372,-0.02806609
12.3279,-0.129883203,-0.054540127,-0.027798981
12.34675,-0.128683985,-0.054168433,-0.027531462
12.3656,-0.127479717,-0.051015772,-0.027263457
12.38445,-0.126416612,-0.05054796,-0.026994886
12.4033,-0.125257241,-0.050081533,-0.026725671
12.42215,-0.124090414,-0.049616396,-0.026455732
12.441,-0.12291612,-0.049152455,-0.026184988
12.45985,-0.121419845,-0.048689612,-0.02591336
12.4787,-0.12018101,-0.04822777,-0.025640765
12.49755,-0.118937091,-0.048236594,-0.025367122
12.5164,-0.11768808,-0.047752341,-0.025092349
12.53525,-0.116433973,-0.04726773,-0.024816364
12.5541,-0.115174764,-0.046782658,-0.024539082
12.57295,-0.113910452,-0.046297024,-0.02426042
12.5918,-0.112641035,-0.045810724,-0.023980294
12.61065,-0.111366514,-0.045024592,-0.023698619
12.6295,-0.110086892,-0.044500286,-0.023415311
12.64835,-0.108802171,-0.043977411,-0.023130284
12.6672,-0.107512358,-0.043455873,-0.022843452
12.68605,-0.10621746,-0.042935575,-0.022554729
12.7049,-0.104917485,-0.042416421,-0.022264029
12.72375,-0.103612445,-0.041898314,-0.021971265
12.7426,-0.102291108,-0.041381156,-0.02167635
12.76145,-0.101034211,-0.040864847,-0.021348791
12.7803,-0.099773402,-0.040349289,-0.021062263
12.79915,-0.09850867,-0.039834379,-0.020776707
12.818,-0.097240005,-0.039320018,-0.020492024
12.83685,-0.095967398,-0.038806103,-0.020208116
12.8557,-0.094690842,-0.038566679,-0.019916081
12.87455,-0.093410329,-0.038089124,-0.019636257
12.8934,-0.092125855,-0.037610089,-0.01935683
12.91225,-0.090837415,-0.037129459,-0.01907772
12.9311,-0.089545006,-0.03653522,-0.018798846
12.94995,-0.088466142,-0.035965766,-0.018520125
12.9688,-0.087159716,-0.035397667,-0.018241476
12.98765,-0.085848406,-0.034830837,-0.017962815
13.0065,-0.084532196,-0.034265187,-0.017684059
13.02535,-0.083211071,-0.033700631,-0.017405126
13.0442,-0.081885019,-0.033137078,-0.01712593
13.06305,-0.080554028,-0.032574442,-0.016846388
13.0819,-0.079218087,-0.032012632,-0.016566415
13.10075,-0.077877188,-0.03145156,-0.016285926
13.1196,-0.076531323,-0.030891136,-0.016004835
13.13845,-0.075180489,-0.030331269,-0.015723056
13.1573,-0.07382468,-0.029771871,-0.015440503
13.17615,-0.072463895,-0.02921285,-0.015157091
13.195,-0.071098132,-0.028654116,-0.014872731
13.21385,-0.069727394,-0.028095579,-0.014587338
13.2327,-0.068351683,-0.02794112,-0.014300823
13.25155,-0.06729132,-0.027359648,-0.0140131
13.2704,-0.065882965,-0.026777941,-0.013682589
13.28925,-0.064472339,-0.026195903,-0.01337855
13.3081,-0.063059438,-0.025613439,-0.013075906
13.32695,-0.061644258,-0.025030452,-0.012774572
13.3458,-0.060226795,-0.024446846,-0.012474465
13.36465,-0.058807048,-0.023862524,-0.0121755
13.3835,-0.057385013,-0.023277389,-0.011877594
13.40235,-0.055960691,-0.023203043,-0.011580663
13.4212,-0.054534079,-0.022537802,-0.01128462
13.44005,-0.053105179,-0.022116124,-0.010989381
13.4589,-0.051673992,-0.021502868,-0.010694861
13.47775,-0.050240518,-0.020887517,-0.010400974
13.4966,-0.04880476,-0.020269943,-0.010107633
13.51545,-0.047366722,-0.019650016,-0.009814754
13.5343,-0.045926407,-0.019027609,-0.009522249
13.55315,-0.04448382,-0.018569782,-0.009230032
13.572,-0.043038967,-0.017939826,-0.008938016
13.59085,-0.041591854,-0.017610663,-0.008646114
13.6097,-0.040142489,-0.01702328,-0.008354239
13.62855,-0.03869088,-0.016435766,-0.008062305
13.6474,-0.037190257,-0.015279067,-0.007770223
13.66625,-0.035433103,-0.01471312,-0.007477906
13.6851,-0.034022815,-0.014147937,-0.007185267
13.70395,-0.032612272,-0.0135834,-0.006892218
13.7228,-0.031201455,-0.013019387,-0.006598671
13.74165,-0.029790343,-0.012455778,-0.00630454
13.7605,-0.028378917,-0.011892451,-0.006210463
13.77935,-0.026967156,-0.011329286,-0.005861054
13.7982,-0.025555041,-0.010766162,-0.005510749
13.81705,-0.024142553,-0.010202956,-0.005159454
13.8359,-0.02272967,-0.009639549,-0.004807076
13.85475,-0.021316375,-0.009075817,-0.004453521
13.8736,-0.019902645,-0.008511641,-0.004172819
13.89245,-0.018488463,-0.007946898,-0.003864077
13.9113,-0.017073809,-0.007381467,-0.003557035
13.93015,-0.015658663,-0.006815226,-0.003251595
13.949,-0.014377698,-0.006248055,-0.002947662
13.96785,-0.012953198,-0.005679832,-0.002645141
13.9867,-0.011527655,-0.005110435,-0.002343936
14.00555,-0.01010108,-0.004539744,-0.00204395
14.0244,-0.008673484,-0.003967638,-0.001745087
14.04325,-0.00724488,-0.003393996,-0.001447251
14.0621,-0.005815279,-0.00258846,-0.001150344
14.08095,-0.004384695,-0.001973172,-0.00085427
14.0998,-0.00295314,-0.001358677,-0.000558932
14.11865,-0.001520628,-0.000744863,-0.000264234
14.1375,-8.72E-05,-0.000131621,2.99E-05
14.15635,0.001974082,0.000307333,0.000323635
14.1752,0.003385052,0.000934281,0.000617
14.19405,0.004795389,0.001560967,0.000910114
14.2129,0.006205091,0.002187486,0.001203075
14.23175,0.007614159,0.002813932,0.00149598
14.2506,0.009022591,0.003440402,0.001788926
14.26945,0.010430389,0.004066991,0.002082012
14.2883,0.011837554,0.004693796,0.002375332
14.30715,0.013244085,0.005320911,0.002668986
14.326,0.014649984,0.005948432,0.00296307
14.34485,0.016055254,0.006576456,0.00325768
14.3637,0.017459894,0.007205077,0.003552914
14.38255,0.018863908,0.007834391,0.003848868
14.4014,0.020267298,0.008464493,0.004145639
14.42025,0.021670066,0.008819085,0.004443323
14.4391,0.023072214,0.009484624,0.004742016
14.45795,0.024473745,0.010148504,0.005041815
14.4768,0.025874663,0.010810812,0.005342815
14.49565,0.027274969,0.011471636,0.005645112
14.5145,0.028674668,0.012131065,0.005948802
14.53335,0.030061981,0.012789186,0.006253978
14.5522,0.031507986,0.013446089,0.006560737
14.57105,0.032951913,0.014101862,0.006833118
14.5899,0.034393745,0.014756592,0.007182475
14.60875,0.03570156,0.01541037,0.007530681
14.6276,0.037097853,0.016063282,0.00787783
14.64645,0.03849207,0.016715418,0.008224017
14.6653,0.03988421,0.017366867,0.008569334
14.68415,0.041274274,0.018017716,0.008913876
14.703,0.042662264,0.018668053,0.009257734
14.72185,0.044048181,0.019317968,0.009601004
14.7407,0.045432029,0.019967548,0.009943776
14.75955,0.046813811,0.02061688,0.010230914
14.7784,0.048193532,0.019863602,0.010500161
14.79725,0.049571198,0.02037136,0.010768339
14.8161,0.050946813,0.020879835,0.01103554
14.83495,0.052320385,0.021389136,0.011301858
14.8538,0.053691921,0.021930151,0.011567385
14.87265,0.05509169,0.022457771,0.011832217
14.8915,0.056506249,0.022985131,0.012096444
14.91035,0.05791836,0.023512332,0.012360161
14.9292,0.059328015,0.024039477,0.012623461
14.94805,0.060735206,0.024566665,0.012886435
14.9669,0.062109953,0.025093998,0.013149178
14.98575,0.063476439,0.025621574,0.013411781
15.0046,0.064838367,0.026149494,0.013674336
15.02345,0.066195738,0.026677858,0.013936936
15.0423,0.06754855,0.027206764,0.014199672
15.06115,0.069626442,0.02773631,0.014462637
15.08,0.070954221,0.028266596,0.01472592
15.09885,0.072278612,0.029224182,0.014989614
15.1177,0.073599624,0.029787043,0.01525381
15.13655,0.074917267,0.030350932,0.015518597
15.1554,0.076231551,0.030915946,0.015784066
15.17425,0.077542489,0.031482181,0.016050306
15.1931,0.078850094,0.032049732,0.016317408
15.21195,0.080154381,0.032552386,0.016585461
15.2308,0.081455364,0.033139559,0.016854552
15.24965,0.083135769,0.033725366,0.017124771
15.2685,0.084462774,0.033564858,0.017396206
15.28735,0.085787619,0.034099786,0.017668944
15.3062,0.087110307,0.034633842,0.017943073
15.32505,0.088430837,0.035167121,0.018218679
15.3439,0.089749214,0.03569972,0.018495848
15.36275,0.091065441,0.036231734,0.018774666
15.3816,0.092379524,0.036763257,0.019055219
15.40045,0.094076052,0.037294385,0.019361588
15.4193,0.095317575,0.037825209,0.019658744
15.43815,0.096553527,0.038355825,0.019954426
15.457,0.097783926,0.038886324,0.020248716
15.47585,0.099008796,0.039416799,0.020541697
15.4947,0.10022816,0.03994734,0.020833449
15.51355,0.101442044,0.040478039,0.021124054
15.5324,0.102650474,0.041008987,0.021413591
15.55125,0.10385348,0.041540272,0.021702141
15.5701,0.105051091,0.042071983,0.021989784
15.58895,0.106256681,0.042604209,0.022276598
15.6078,0.107560784,0.043137038,0.022562662
15.62665,0.108859919,0.043670555,0.022848054
15.6455,0.110154071,0.044204848,0.023132853
15.66435,0.111443223,0.044740001,0.023417133
15.6832,0.112727362,0.047678504,0.023700973
15.70205,0.114006476,0.048175379,0.023984448
15.7209,0.115280556,0.04786792,0.024267634
15.73975,0.116549593,0.048281908,0.024550604
15.7586,0.117813582,0.048695782,0.024833434
15.77745,0.119072517,0.047132,0.025116197
15.7963,0.120326397,0.04750222,0.025398965
15.81515,0.121575221,0.048988223,0.025681812
15.834,0.122818989,0.049696267,0.025964808
15.85285,0.124057705,0.050161503,0.026248026
15.8717,0.125291373,0.05062698,0.026531534
15.89055,0.12652,0.051092777,0.026815404
15.9094,0.127743593,0.051558975,0.027099703
15.92825,0.128962161,0.052025651,0.027384501
15.9471,0.130175718,0.052492885,0.027669865
15.96595,0.131384274,0.052960752,0.027955861
15.9848,0.132587845,0.053429331,0.027712336
16.00365,0.133786447,0.053898695,0.028003977
16.0225,0.1352685,0.054368921,0.028297152
16.04135,0.136401417,0.054840083,0.028597407
16.0602,0.137525275,0.055312253,0.028864898
16.07905,0.138640083,0.055785505,0.0291305
16.0979,0.139745851,0.05625991,0.029760183
16.11675,0.140842592,0.056735539,0.029956432
16.1356,0.141930325,0.057212461,0.030152057
16.15445,0.14307099,0.057690746,0.030347135
16.1733,0.144232105,0.058170461,0.030541743
16.19215,0.145385271,0.058651674,0.030735957
16.211,0.146530461,0.059134452,0.030929853
16.22985,0.147667651,0.059618858,0.031123505
16.2487,0.148796818,0.060104958,0.031316988
16.26755,0.149917943,0.060592815,0.031510377
16.2864,0.15103101,0.06108249,0.031703744
16.30525,0.152136003,0.061574046,0.031897162
16.3241,0.153232911,0.062067543,0.032090704
16.34295,0.154321725,0.063728655,0.03228444
16.3618,0.155402438,0.065006179,0.032478443
16.38065,0.156475044,0.065467874,0.032672781
16.3995,0.157539543,0.065932801,0.032867525
16.41835,0.158595934,0.066401018,0.033062743
16.4372,0.15964422,0.066872578,0.033258504
16.45605,0.160684406,0.067347534,0.033454875
16.4749,0.161716501,0.067825939,0.033651922
16.49375,0.162740514,0.068307844,0.033849713
16.5126,0.163756457,0.068793296,0.034048311
16.53145,0.164764346,0.069268217,0.034247782
16.5503,0.165764197,0.069757553,0.034448189
16.56915,0.166756029,0.070246597,0.034649595
16.588,0.167739865,0.070735406,0.034852063
16.60685,0.168715729,0.071224035,0.035055653
16.6257,0.169683646,0.071712537,0.035260426
16.64455,0.170442452,0.072200967,0.035466442
16.6634,0.1714106,0.072689378,0.035673759
16.68225,0.17236842,0.073177823,0.035882437
16.7011,0.173315905,0.073477214,0.036119736
16.71995,0.174253049,0.073940356,0.036334082
16.7388,0.17517985,0.074158612,0.03654756
16.75765,0.176096309,0.074472163,0.036760229
16.7765,0.177002431,0.074783446,0.036972147
16.79535,0.177898221,0.075092541,0.037183373
16.8142,0.17878369,0.07539953,0.037393964
16.83305,0.17965885,0.075704496,0.037603975
16.8519,0.180523717,0.07600752,0.037813463
16.87075,0.181378311,0.076308681,0.038022481
16.8896,0.182222652,0.076608061,0.038231084
16.90845,0.182162516,0.076905738,0.038439324
16.9273,0.183045683,0.078283285,0.038647254
16.94615,0.183919217,0.07853572,0.038854924
16.965,0.184783099,0.078791316,0.039062386
16.98385,0.185637317,0.07905015,0.039269688
17.0027,0.186481859,0.079312295,0.039476881
17.02155,0.187316714,0.079577824,0.03968401
17.0404,0.188141878,0.079846808,0.039891124
17.05925,0.188957346,0.080119314,0.040055865
17.0781,0.189763117,0.080395411,0.040250771
17.09695,0.190559193,0.080675164,0.040312373
17.1158,0.191345578,0.080221404,0.040444659
17.13465,0.192122278,0.080595238,0.040577349
17.1535,0.192889302,0.080971835,0.040710497
17.17235,0.193646663,0.080352152,0.040844154
17.1912,0.194394373,0.080589071,0.040978372
17.21005,0.19611533,0.080825479,0.041113201
17.2289,0.196864269,0.081061453,0.041248691
17.24775,0.197605693,0.081297066,0.041384888
17.2666,0.198309791,0.081532392,0.041521841
17.28545,0.198986094,0.081767505,0.041659596
17.3043,0.199653908,0.082002476,0.041798198
17.32315,0.20031323,0.081416194,0.04193769
17.342,0.200964062,0.081632198,0.042078117
17.36085,0.201349826,0.08184538,0.042219519
17.3797,0.202081105,0.082055808,0.042361939
17.39855,0.202801982,0.082263548,0.042505414
17.4174,0.203512444,0.082468668,0.042649985
17.43625,0.204212482,0.082671233,0.04279569
17.4551,0.204902088,0.083454827,0.042830688
17.47395,0.205581259,0.083703331,0.042960578
17.4928,0.206249993,0.083951327,0.043090552
17.51165,0.206908293,0.084198868,0.043220649
17.5305,0.207556163,0.084446007,0.043350905
17.54935,0.208193612,0.084692793,0.043481358
17.5682,0.20882065,0.084939277,0.043612042
17.58705,0.209271398,0.085185509,0.043742991
17.6059,0.209855784,0.085431535,0.04387424
17.62475,0.210427556,0.085677402,0.044005821
17.6436,0.210986707,0.085923155,0.044137766
17.66245,0.211533232,0.08616884,0.044270106
17.6813,0.212067133,0.086414499,0.04440287
17.70015,0.212588414,0.086660175,0.044536089
17.719,0.213097084,0.086905908,0.044464517
17.73785,0.213593154,0.085602715,0.044579141
17.7567,0.214173897,0.085797218,0.044693869
17.77555,0.214675415,0.085993045,0.044808731
17.7944,0.215166775,0.086190233,0.044923761
17.81325,0.215647965,0.086388815,0.045038989
17.8321,0.216118976,0.086588827,0.045154445
17.85095,0.216579799,0.0867903,0.045270157
17.8698,0.217030431,0.087849335,0.045386152
17.88865,0.217470872,0.08789148,0.045502457
17.9075,0.217901124,0.087932929,0.045619096
17.92635,0.218321191,0.087973748,0.045736093
17.9452,0.218731084,0.088429357,0.04585347
17.96405,0.219130812,0.088610319,0.045971249
17.9829,0.219520391,0.088792889,0.045994095
18.00175,0.219899838,0.088977094,0.046077231
18.0206,0.220269174,0.089301954,0.046160428
18.03945,0.220628423,0.089448702,0.046243713
18.0583,0.220991456,0.089596153,0.046327112
18.07715,0.221384552,0.089744336,0.046410651
18.096,0.221765417,0.089893278,0.046494354
18.11485,0.222134042,0.090043003,0.046578245
18.1337,0.222490417,0.090193537,0.046662346
18.15255,0.222834538,0.090344901,0.046746678
18.1714,0.223166404,0.090497117,0.046831261
18.19025,0.223486016,0.090650206,0.046916115
18.2091,0.22379338,0.090797065,0.047001258
18.22795,0.224088502,0.091060107,0.047086706
18.2468,0.224371396,0.091324691,0.047172475
18.26565,0.224642074,0.091590803,0.04725858
18.2845,0.224900556,0.091985416,0.047345036
18.30335,0.225146861,0.092056345,0.047431854
18.3222,0.224175725,0.092126605,0.047519047
18.34105,0.224439061,0.092196223,0.047606625
18.3599,0.224689427,0.092265222,0.048086481
18.37875,0.224926815,0.092333624,0.048136535
18.3976,0.225544877,0.092401451,0.048186033
18.41645,0.225762077,0.092468723,0.048234987
18.4353,0.225969128,0.09253546,0.048283408
18.45415,0.226165989,0.09260168,0.048331305
18.473,0.226352622,0.092667401,0.048378687
18.49185,0.226528994,0.09273264,0.048362543
18.5107,0.226695074,0.09279741,0.048404853
18.52955,0.226850832,0.092861728,0.048446258
18.5484,0.226996246,0.091928675,0.048486774
18.56725,0.227131293,0.0920193,0.048660356
18.5861,0.227255955,0.092355074,0.048620697
18.60495,0.227370217,0.092378262,0.048580734
18.6238,0.227474067,0.092402419,0.048540489
18.64265,0.227567497,0.092427556,0.048499981
18.6615,0.227650502,0.092453684,0.048459228
18.68035,0.227723079,0.092480812,0.04841825
18.6992,0.227785231,0.092508948,0.048377062
18.71805,0.22783696,0.092538099,0.048335681
18.7369,0.227878276,0.092568269,0.048294122
18.75575,0.227909189,0.092599461,0.0482524
18.7746,0.227929714,0.092631678,0.048210526
18.79345,0.227939868,0.092664921,0.048168515
18.8123,0.227939671,0.092699189,0.048126376
18.83115,0.227929149,0.09273448,0.048084121
18.85,0.227908327,0.09277079,0.048041758
