Distance [mm],B_phi [],B_phi_1 [],B_phi_2 []
11.14035,-0.09771187,-0.064759132,-0.042410028
11.1592,-0.098582907,-0.065368175,-0.042787982
11.17805,-0.099450074,-0.065975006,-0.043165409
11.1969,-0.100313395,-0.066579765,-0.043542365
11.21575,-0.100472844,-0.067182591,-0.043918909
11.2346,-0.101381484,-0.067783623,-0.044295097
11.25345,-0.102281534,-0.068382999,-0.044670987
11.2723,-0.10317301,-0.06898086,-0.045046635
11.29115,-0.104055927,-0.069577345,-0.045422099
11.31,-0.104930302,-0.070172594,-0.045797436
11.32885,-0.105796154,-0.070766749,-0.046172703
11.3477,-0.106653502,-0.071359948,-0.046547958
11.36655,-0.107502366,-0.071952334,-0.046923257
11.3854,-0.10834277,-0.072544049,-0.047298658
11.40425,-0.109014919,-0.073135232,-0.047674218
11.4231,-0.109962722,-0.073299911,-0.048049996
11.44195,-0.110903008,-0.073902948,-0.04842605
11.4608,-0.111835793,-0.074505767,-0.048802436
11.47965,-0.1127611,-0.075627851,-0.049179213
11.4985,-0.11367895,-0.077521872,-0.04955644
11.51735,-0.114589365,-0.0781977,-0.049934176
11.5362,-0.115492369,-0.078875453,-0.050312478
11.55505,-0.116387987,-0.078311163,-0.050691406
11.5739,-0.117276243,-0.078849127,-0.05107102
11.59275,-0.118157164,-0.079384039,-0.051451378
11.6116,-0.119030777,-0.079915992,-0.051832541
11.63045,-0.11989711,-0.080445082,-0.052214568
11.6493,-0.12075619,-0.080971402,-0.052597521
11.66815,-0.121608047,-0.081495049,-0.05298146
11.687,-0.122452709,-0.082016118,-0.053366446
11.70585,-0.123290208,-0.082534704,-0.05375254
11.7247,-0.124120572,-0.083050904,-0.054139805
11.74355,-0.124454247,-0.083564814,-0.054528303
11.7624,-0.125267097,-0.084076533,-0.054918096
11.78125,-0.12607029,-0.084586157,-0.055309247
11.8001,-0.126863844,-0.085093785,-0.055701821
11.81895,-0.12764778,-0.085599515,-0.05609588
11.8378,-0.128422119,-0.086103446,-0.05649149
11.85665,-0.129186882,-0.086605678,-0.056888714
11.8755,-0.129942093,-0.08710631,-0.057287619
11.89435,-0.130687774,-0.087605444,-0.057688269
11.9132,-0.131423951,-0.08810318,-0.058090732
11.93205,-0.132150648,-0.088599619,-0.058495075
11.9509,-0.132867891,-0.089094865,-0.059085054
11.96975,-0.133575707,-0.089589018,-0.058854849
11.9886,-0.134274123,-0.090082184,-0.059136676
12.00745,-0.134963167,-0.090574465,-0.059417924
12.0263,-0.135642867,-0.088228371,-0.059698619
12.04515,-0.137566649,-0.088630234,-0.059978792
12.064,-0.138265451,-0.089030001,-0.060258468
12.08285,-0.13895246,-0.089427805,-0.060537677
12.1017,-0.139627718,-0.092480169,-0.060816448
12.12055,-0.14029127,-0.092988824,-0.06109481
12.1394,-0.140943161,-0.09349785,-0.061372791
12.15825,-0.141583438,-0.09565595,-0.061650421
12.1771,-0.142212149,-0.094887512,-0.06192773
12.19595,-0.142829343,-0.095335663,-0.062204747
12.2148,-0.143435072,-0.096660459,-0.062481502
12.23365,-0.144029386,-0.097121538,-0.062758027
12.2525,-0.144612339,-0.09758263,-0.063034351
12.27135,-0.145183986,-0.098043842,-0.063310507
12.2902,-0.145744381,-0.098505281,-0.063586524
12.30905,-0.146293581,-0.098967055,-0.063862436
12.3279,-0.146831642,-0.099429271,-0.064138274
12.34675,-0.147358624,-0.099892037,-0.064414071
12.3656,-0.147874585,-0.09885309,-0.06468986
12.38445,-0.148587929,-0.099240435,-0.064965673
12.4033,-0.149216949,-0.099626511,-0.065241544
12.42215,-0.149834159,-0.100011411,-0.065517508
12.441,-0.150439597,-0.10039523,-0.065793598
12.45985,-0.151328212,-0.100778062,-0.066069851
12.4787,-0.15192962,-0.101160002,-0.0663463
12.49755,-0.152519585,-0.101727997,-0.066622983
12.5164,-0.153098125,-0.10211421,-0.066899934
12.53525,-0.153665264,-0.102499197,-0.067177191
12.5541,-0.154221024,-0.102883037,-0.067454791
12.57295,-0.154765429,-0.103265806,-0.067732771
12.5918,-0.155298505,-0.103647583,-0.068011171
12.61065,-0.155820279,-0.104677535,-0.068290027
12.6295,-0.156330777,-0.105025825,-0.06856938
12.64835,-0.156830029,-0.105372489,-0.06884927
12.6672,-0.157318065,-0.105717599,-0.069129735
12.68605,-0.157794916,-0.106061227,-0.069410818
12.7049,-0.158260613,-0.106403448,-0.06969256
12.72375,-0.158715191,-0.106744335,-0.069975002
12.7426,-0.159654962,-0.107083961,-0.070258186
12.76145,-0.160197431,-0.107422402,-0.070263847
12.7803,-0.160729542,-0.107759733,-0.070445671
12.79915,-0.161251305,-0.108096029,-0.070626112
12.818,-0.161762731,-0.108431368,-0.0708052
12.83685,-0.16226383,-0.108765827,-0.070982964
12.8557,-0.162754614,-0.108959979,-0.0711708
12.87455,-0.163235097,-0.109346113,-0.071339964
12.8934,-0.163705293,-0.109732308,-0.071509734
12.91225,-0.164165218,-0.110118609,-0.071680131
12.9311,-0.164614888,-0.110309895,-0.071851176
12.94995,-0.165402926,-0.110556892,-0.072022893
12.9688,-0.165865636,-0.110802054,-0.072195303
12.98765,-0.16631472,-0.11104542,-0.07236843
13.0065,-0.166750188,-0.111287028,-0.072542296
13.02535,-0.167172051,-0.111526919,-0.072716925
13.0442,-0.167580324,-0.111765132,-0.072892341
13.06305,-0.167975021,-0.112001709,-0.073068567
13.0819,-0.168356159,-0.112236691,-0.073245629
13.10075,-0.168723755,-0.112470119,-0.073423551
13.1196,-0.169077831,-0.112702035,-0.073602358
13.13845,-0.169418406,-0.112932481,-0.073782076
13.1573,-0.169745504,-0.1131615,-0.07396273
13.17615,-0.170059148,-0.113389137,-0.074144347
13.195,-0.170359364,-0.113615433,-0.074326953
13.21385,-0.170646179,-0.113840435,-0.074510574
13.2327,-0.170919621,-0.114133538,-0.074695239
13.25155,-0.170537996,-0.114350008,-0.074880975
13.2704,-0.170911096,-0.114564789,-0.074718711
13.28925,-0.171271504,-0.114777926,-0.074828821
13.3081,-0.171619221,-0.114989462,-0.074939248
13.32695,-0.171954245,-0.115199443,-0.075050006
13.3458,-0.172276579,-0.115407915,-0.075161111
13.36465,-0.172586226,-0.115614924,-0.075272578
13.3835,-0.17288319,-0.115820516,-0.075384422
13.40235,-0.173167477,-0.116722364,-0.075496659
13.4212,-0.173439094,-0.116848583,-0.075609305
13.44005,-0.173698048,-0.115617118,-0.075722376
13.4589,-0.17394435,-0.115808695,-0.07583589
13.47775,-0.17417801,-0.115996359,-0.075949862
13.4966,-0.174399039,-0.116180144,-0.07606431
13.51545,-0.174607452,-0.116360083,-0.076179251
13.5343,-0.174803261,-0.116536211,-0.076294704
13.55315,-0.174986483,-0.117372956,-0.076410685
13.572,-0.175157133,-0.117544571,-0.076527213
13.59085,-0.17531523,-0.117262548,-0.076644308
13.6097,-0.175460792,-0.117396845,-0.076761987
13.62855,-0.175593838,-0.117530112,-0.076880271
13.6474,-0.175460107,-0.117915983,-0.076999178
13.66625,-0.176260444,-0.118016727,-0.077118728
13.6851,-0.176484738,-0.11811647,-0.077238942
13.70395,-0.176696539,-0.118215214,-0.077359841
13.7228,-0.176895836,-0.118312963,-0.077481445
13.74165,-0.177082616,-0.118409722,-0.077603776
13.7605,-0.17725687,-0.118505497,-0.077927621
13.77935,-0.177418587,-0.118600292,-0.078007245
13.7982,-0.177567762,-0.118694116,-0.078085147
13.81705,-0.177704387,-0.118786976,-0.078161332
13.8359,-0.177828458,-0.118878879,-0.078235804
13.85475,-0.177939969,-0.118969836,-0.078308569
13.8736,-0.17803892,-0.119059856,-0.078234721
13.89245,-0.178125309,-0.119148949,-0.078205239
13.9113,-0.178199135,-0.119237127,-0.078176587
13.93015,-0.1782604,-0.119324402,-0.078148757
13.949,-0.178305112,-0.119410788,-0.07812174
13.96785,-0.178342546,-0.119496296,-0.078095528
13.9867,-0.178367245,-0.119580943,-0.078070113
14.00555,-0.17837922,-0.119664742,-0.078045488
14.0244,-0.178378483,-0.11974771,-0.078021645
14.04325,-0.178365046,-0.119829864,-0.077998579
14.0621,-0.178338926,-0.119567476,-0.077976284
14.08095,-0.178300137,-0.119537383,-0.077954753
14.0998,-0.178248697,-0.119504375,-0.077933981
14.11865,-0.178184625,-0.119468462,-0.077913964
14.1375,-0.17810794,-0.119429656,-0.077894697
14.15635,-0.17867547,-0.119058486,-0.077876177
14.1752,-0.178710267,-0.119065515,-0.0778584
14.19405,-0.178732703,-0.119070613,-0.077841363
14.2129,-0.178742759,-0.119073772,-0.077825063
14.23175,-0.178740417,-0.119074984,-0.077809498
14.2506,-0.17872566,-0.119074242,-0.077794666
14.26945,-0.178698472,-0.119071539,-0.077780567
14.2883,-0.178658838,-0.119066869,-0.077767199
14.30715,-0.178606746,-0.119060227,-0.077754561
14.326,-0.178542184,-0.119051608,-0.077742654
14.34485,-0.178465141,-0.119041009,-0.077731478
14.3637,-0.178375609,-0.119028426,-0.077721033
14.38255,-0.17827358,-0.119013856,-0.077711322
14.4014,-0.178159047,-0.118997297,-0.077702346
14.42025,-0.178032006,-0.119384913,-0.077694106
14.4391,-0.177892454,-0.119309662,-0.077686605
14.45795,-0.177740388,-0.11923084,-0.077679847
14.4768,-0.177575808,-0.119148431,-0.077673834
14.49565,-0.177398715,-0.119062422,-0.07766857
14.5145,-0.17720911,-0.118972799,-0.077664059
14.53335,-0.176641701,-0.118879548,-0.077660307
14.5522,-0.176515934,-0.118782658,-0.077657317
14.57105,-0.176377946,-0.118682117,-0.077726789
14.5899,-0.176227736,-0.118577914,-0.077648551
14.60875,-0.176261632,-0.118470039,-0.077568653
14.6276,-0.176148191,-0.118358483,-0.077487083
14.64645,-0.176022131,-0.118243237,-0.077403826
14.6653,-0.175883435,-0.118124292,-0.077318867
14.68415,-0.175732086,-0.118001643,-0.077232195
14.703,-0.175568068,-0.117875282,-0.077143796
14.72185,-0.175391367,-0.117745203,-0.077053659
14.7407,-0.175201969,-0.117611402,-0.076961771
14.75955,-0.174999865,-0.117473874,-0.076806193
14.7784,-0.174785042,-0.116759138,-0.07663174
14.79725,-0.174557493,-0.116552678,-0.076458799
14.8161,-0.174317211,-0.116345848,-0.076287338
14.83495,-0.174064189,-0.116138614,-0.076117323
14.8538,-0.173798423,-0.116373232,-0.075948725
14.87265,-0.173536712,-0.116147959,-0.075781512
14.8915,-0.173265496,-0.11592247,-0.075615654
14.91035,-0.172981947,-0.115696724,-0.07545112
14.9292,-0.172686065,-0.115470679,-0.075287881
14.94805,-0.172377849,-0.115244293,-0.075125907
14.9669,-0.172161975,-0.115017527,-0.07496517
14.98575,-0.171825308,-0.114790339,-0.07480564
15.0046,-0.171477369,-0.114562691,-0.074647289
15.02345,-0.171118163,-0.114334544,-0.074490089
15.0423,-0.170747698,-0.114105857,-0.074334012
15.06115,-0.16971233,-0.113876593,-0.074179031
15.08,-0.16939903,-0.113646715,-0.074025119
15.09885,-0.169073601,-0.113337499,-0.07387225
15.1177,-0.168736012,-0.113092118,-0.073720396
15.13655,-0.168386233,-0.112845424,-0.073569532
15.1554,-0.168024237,-0.112597384,-0.073419632
15.17425,-0.167649996,-0.112347964,-0.07327067
15.1931,-0.167263486,-0.112097132,-0.073122622
15.21195,-0.166864681,-0.112085229,-0.072975462
15.2308,-0.16645356,-0.111795421,-0.072829166
15.24965,-0.167055021,-0.111503506,-0.072683709
15.2685,-0.166740072,-0.110918814,-0.072539068
15.28735,-0.166414012,-0.110599479,-0.072395218
15.3062,-0.166076804,-0.110279021,-0.072252135
15.32505,-0.165728415,-0.109957383,-0.072109798
15.3439,-0.165368812,-0.109634508,-0.071968181
15.36275,-0.164997963,-0.109310341,-0.071827263
15.3816,-0.164615836,-0.108984825,-0.07168702
15.40045,-0.162775935,-0.108657907,-0.071408411
15.4193,-0.162303582,-0.108329532,-0.071167164
15.43815,-0.161819252,-0.107999645,-0.070926433
15.457,-0.16132291,-0.107668195,-0.070686184
15.47585,-0.16081452,-0.107335128,-0.070446381
15.4947,-0.160294049,-0.107000393,-0.070206991
15.51355,-0.159761466,-0.106663938,-0.06996798
15.5324,-0.159216741,-0.106325711,-0.069729314
15.55125,-0.158659844,-0.105985663,-0.069490961
15.5701,-0.158090749,-0.105643744,-0.069252888
15.58895,-0.157444699,-0.105299903,-0.069015063
15.6078,-0.157017623,-0.104954093,-0.068777454
15.62665,-0.156580131,-0.104606264,-0.068540029
15.6455,-0.15613219,-0.104256368,-0.068302758
15.66435,-0.155673767,-0.103904359,-0.068065611
15.6832,-0.15520483,-0.104491896,-0.067828555
15.70205,-0.154725348,-0.104129075,-0.067591563
15.7209,-0.154235291,-0.103666001,-0.067354603
15.73975,-0.153734628,-0.103165741,-0.067117646
15.7586,-0.153223332,-0.102666928,-0.066880664
15.77745,-0.152701375,-0.102700937,-0.066643628
15.7963,-0.15216873,-0.102236033,-0.066406509
15.81515,-0.151625372,-0.100413189,-0.066169278
15.834,-0.151071275,-0.100618595,-0.065931909
15.85285,-0.150506416,-0.100225737,-0.065694373
15.8717,-0.149930773,-0.099832391,-0.065456643
15.89055,-0.149344325,-0.099438457,-0.065218692
15.9094,-0.148747051,-0.099043838,-0.064980493
15.92825,-0.148138933,-0.098648437,-0.064742019
15.9471,-0.147519952,-0.098252155,-0.064503244
15.96595,-0.146890094,-0.097854897,-0.064264141
15.9848,-0.146249342,-0.097456566,-0.064493381
16.00365,-0.145597683,-0.097057066,-0.064265577
16.0225,-0.144420783,-0.096656303,-0.064035809
16.04135,-0.143768764,-0.09625418,-0.062800864
16.0602,-0.143105441,-0.095850604,-0.06251546
16.07905,-0.142430765,-0.09544548,-0.062229631
16.0979,-0.141744689,-0.095038715,-0.062277649
16.11675,-0.141047164,-0.094630216,-0.061927172
16.1356,-0.140338145,-0.094219889,-0.061578191
16.15445,-0.139684299,-0.093807642,-0.061230644
16.1733,-0.139003247,-0.093393384,-0.060884474
16.19215,-0.138312936,-0.092977021,-0.060539621
16.211,-0.137613335,-0.092558463,-0.060196026
16.22985,-0.136904408,-0.092137619,-0.05985363
16.2487,-0.136186123,-0.091714398,-0.059512376
16.26755,-0.135458448,-0.091288709,-0.059172205
16.2864,-0.134721349,-0.090860463,-0.05883306
16.30525,-0.133974797,-0.09042957,-0.058494884
16.3241,-0.133218759,-0.089995941,-0.058157618
16.34295,-0.132453205,-0.091146238,-0.057821207
16.3618,-0.131678105,-0.087308072,-0.057485593
16.38065,-0.13089343,-0.086853342,-0.057150721
16.3995,-0.130099152,-0.086397177,-0.056816533
16.41835,-0.129295243,-0.08593943,-0.056482974
16.4372,-0.128481677,-0.085479957,-0.056149987
16.45605,-0.127658427,-0.08501861,-0.055817517
16.4749,-0.12682547,-0.084555246,-0.055485509
16.49375,-0.125982781,-0.084089719,-0.055153905
16.5126,-0.125130338,-0.083621887,-0.054822652
16.53145,-0.124268119,-0.083138215,-0.054491694
16.5503,-0.123396104,-0.082648061,-0.054160976
16.56915,-0.122514274,-0.082154987,-0.053830441
16.588,-0.121622611,-0.081658911,-0.053500036
16.60685,-0.120721099,-0.081159755,-0.053169705
16.6257,-0.119809722,-0.08065744,-0.052839394
16.64455,-0.120256224,-0.080151886,-0.052509046
16.6634,-0.119419263,-0.079643016,-0.052178608
16.68225,-0.118575649,-0.079130753,-0.051848023
16.7011,-0.117725345,-0.079483581,-0.051627103
16.71995,-0.116868315,-0.078989412,-0.051220882
16.7388,-0.116004521,-0.078181187,-0.050815299
16.75765,-0.115133928,-0.077531767,-0.050410296
16.7765,-0.1142565,-0.076883948,-0.050005811
16.79535,-0.113372201,-0.076237624,-0.049601787
16.8142,-0.112480998,-0.075592693,-0.049198164
16.83305,-0.111582855,-0.074949048,-0.048794885
16.8519,-0.11067774,-0.074306588,-0.048391891
16.87075,-0.109765619,-0.073665208,-0.047989125
16.8896,-0.10884646,-0.073024806,-0.047586529
16.90845,-0.107752138,-0.07238528,-0.047184046
16.9273,-0.106843094,-0.071897791,-0.046781621
16.94615,-0.105925633,-0.071254884,-0.046379195
16.965,-0.104999749,-0.070613009,-0.045976714
16.98385,-0.104065432,-0.069972,-0.04557412
17.0027,-0.103122679,-0.069331693,-0.045171359
17.02155,-0.102171482,-0.068691922,-0.044768375
17.0404,-0.10121184,-0.068052524,-0.044365113
17.05925,-0.100243748,-0.067413334,-0.044043479
17.0781,-0.099267205,-0.066774188,-0.043656199
17.09695,-0.09828221,-0.066134921,-0.043170385
17.1158,-0.097288764,-0.063482798,-0.042756868
17.13465,-0.096286869,-0.062823995,-0.042344181
17.1535,-0.095276528,-0.06216299,-0.041932252
17.17235,-0.094257747,-0.061970437,-0.041521006
17.1912,-0.09323053,-0.061292631,-0.04111037
17.21005,-0.093100671,-0.060614125,-0.040700271
17.2289,-0.092170068,-0.059934832,-0.040290636
17.24775,-0.091232285,-0.059254666,-0.039881391
17.2666,-0.089760592,-0.058573541,-0.039472463
17.28545,-0.088852784,-0.057891371,-0.03906378
17.3043,-0.087940857,-0.05720807,-0.038655268
17.32315,-0.087024771,-0.059519845,-0.038246855
17.342,-0.086104483,-0.058695118,-0.037838467
17.36085,-0.085290219,-0.057871816,-0.037430033
17.3797,-0.084257677,-0.057049867,-0.037021479
17.39855,-0.083217919,-0.056229201,-0.036612731
17.4174,-0.0821709,-0.055409747,-0.036203719
17.43625,-0.081116571,-0.054591433,-0.035794367
17.4551,-0.080054888,-0.053084894,-0.034916939
17.47395,-0.078985806,-0.052472309,-0.034441789
17.4928,-0.077909279,-0.051859465,-0.033967518
17.51165,-0.076825266,-0.051246235,-0.033494051
17.5305,-0.075733723,-0.050632492,-0.033021316
17.54935,-0.074634609,-0.05001811,-0.032549238
17.5682,-0.073527884,-0.049402962,-0.032077744
17.58705,-0.073001438,-0.048786924,-0.031606761
17.6059,-0.071987886,-0.04816987,-0.031136215
17.62475,-0.070970458,-0.047551675,-0.030666035
17.6436,-0.069949084,-0.046932215,-0.030196147
17.66245,-0.068923696,-0.046311365,-0.02972648
17.6813,-0.067894224,-0.045689001,-0.029256961
17.70015,-0.0668606,-0.045065,-0.028787517
17.719,-0.065822755,-0.044439238,-0.028612343
17.73785,-0.06478062,-0.042598219,-0.028176786
17.7567,-0.063815273,-0.041959837,-0.027741319
17.77555,-0.062765057,-0.041320467,-0.027305866
17.7944,-0.061710995,-0.04067998,-0.026870348
17.81325,-0.06065305,-0.040038248,-0.026434691
17.8321,-0.059591184,-0.039395142,-0.025998815
17.85095,-0.058525362,-0.038750535,-0.025562647
17.8698,-0.057455548,-0.040723071,-0.025126108
17.88865,-0.056381705,-0.039846804,-0.024689122
17.9075,-0.055303797,-0.038973236,-0.024251614
17.92635,-0.05422179,-0.038102256,-0.023813508
17.9452,-0.05313565,-0.036057344,-0.023374727
17.96405,-0.052045341,-0.035301853,-0.022935196
17.9829,-0.05095083,-0.034545865,-0.022206309
18.00175,-0.049852085,-0.03378924,-0.021721122
18.0206,-0.048749073,-0.032483334,-0.0212366
18.03945,-0.047641763,-0.031705547,-0.020752663
18.0583,-0.046787698,-0.030928386,-0.020269232
18.07715,-0.045603562,-0.030151712,-0.019786227
18.096,-0.044417153,-0.029375387,-0.019303571
18.11485,-0.043228445,-0.028599275,-0.018821184
18.1337,-0.04203741,-0.027823237,-0.018338988
18.15255,-0.040844023,-0.027047137,-0.017856905
18.1714,-0.039648258,-0.026270838,-0.017374858
18.19025,-0.038450087,-0.025494205,-0.016892768
18.2091,-0.037249486,-0.024925662,-0.016410559
18.22795,-0.036046428,-0.02417872,-0.015928152
18.2468,-0.034840889,-0.023429072,-0.015445471
18.26565,-0.033632844,-0.022676573,-0.014962438
18.2845,-0.032422268,-0.021755073,-0.014478976
18.30335,-0.031209137,-0.021082561,-0.013995009
18.3222,-0.03134378,-0.020410369,-0.013510459
18.34105,-0.030207721,-0.019738374,-0.013025249
18.3599,-0.029069142,-0.019066453,-0.012340699
18.37875,-0.027927972,-0.018394482,-0.011852748
18.3976,-0.027209385,-0.017722337,-0.011364289
18.41645,-0.026078506,-0.017049897,-0.010875255
18.4353,-0.024947869,-0.016377036,-0.01038558
18.45415,-0.023817405,-0.015703633,-0.009895199
18.473,-0.022687045,-0.015029563,-0.009404044
18.49185,-0.021556719,-0.014354704,-0.009177793
18.5107,-0.020426355,-0.013678933,-0.008754503
18.52955,-0.019295882,-0.013002125,-0.008331621
18.5484,-0.018165227,-0.012572236,-0.007909072
18.56725,-0.017034318,-0.011896891,-0.007656946
18.5861,-0.015903082,-0.010964253,-0.007143765
18.60495,-0.014771444,-0.010168743,-0.006632314
18.6238,-0.013639332,-0.009374066,-0.006122518
18.64265,-0.012506671,-0.008580078,-0.005614305
18.6615,-0.011373387,-0.007786632,-0.0051076
18.68035,-0.010239405,-0.006993583,-0.004602329
18.6992,-0.009104651,-0.006200786,-0.004098419
18.71805,-0.007969052,-0.005408096,-0.003595796
18.7369,-0.006832532,-0.004615367,-0.003094387
18.75575,-0.005695018,-0.003822456,-0.002594118
18.7746,-0.004556437,-0.003029217,-0.002094917
18.79345,-0.003416714,-0.002235504,-0.001596709
18.8123,-0.002275778,-0.001441173,-0.001099422
18.83115,-0.001133555,-0.00064608,-0.000602983
18.85,1.00E-05,0.000149922,-0.000107318
